Source,common name,ReportedName,IUCN_scientific_name,ScientificName,taxon_authority,taxon_rank,Kingdom,Phylum,Class,Order,Family,Genus,Species,life-stage,diet_category,notes
Nava-Vargas et al. 1999,,Opuntia imbricata,,Cylindropuntia imbricata,ITIS,species,Plantae,Tracheophyta ,Magnoliopsida,Caryophyllales,Cactaceae,Cylindropuntia,Cylindropuntia imbricata,,,
Lemoine 1977,,Orthoptera,,Orthoptera,ITIS,order,Animalia,Arthropoda,Insecta,Orthoptera,x,x,x,,,
Villanueva 2008,,Oryzomys couesi,,Oryzomys couesi,ITIS,species,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Oryzomys,Oryzomys couesi,,,
Navarrete-Ozuna 2011,,P. flavus,,Perognathus flavus,ITIS,species,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Perognathus,Perognathus flavus,,,
Cisneros-Moreno & Martínez-Corone 2019,,Pasiflora,,Passiflora,ITIS,genus,Plantae,Tracheophyta ,Magnoliopsida,Malpighiales,Passifloraceae,Passiflora,x,,,
Toweill & Treer 1977,,Passeriformes,,Passeriformes,ITIS,class,Animalia,Chordata,Aves,Passeriformes,x,x,x,,,
Navarrete-Ozuna 2011,,Passiflora spp. ,,Passiflora,ITIS,genus,Plantae,Tracheophyta ,Magnoliopsida,Malpighiales,Passifloraceae,Passiflora,x,,,
Lemoine 1977,,Peromyscus,,Peromyscus,ITIS,genus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,x,,,
Villanueva 2008,,Peromyscus aztecus,,Peromyscus aztecus,ITIS,species,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus aztecus,,,
Villanueva 2008,,Peromyscus difficilis,,Peromyscus difficilis,ITIS,species,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus difficilis,,,
Villanueva 2008,,Peromyscus gratus,,Peromyscus gratus,ITIS,species,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus gratus,,,
Villanueva 2008,,Peromyscus leucopus,,Peromyscus leucopus,ITIS,species,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus leucopus,,,
Villanueva 2008,,Peromyscus levipes,,Peromyscus levipes,ITIS,species,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus levipes,,,
Villanueva 2008,,Peromyscus maniculatus,,Peromyscus maniculatus,ITIS,species,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus maniculatus,,,
Villanueva 2008,,Peromyscus megalops,,Peromyscus megalops,ITIS,species,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus megalops,,,
Villanueva 2008,,Peromyscus melanophrys,,Peromyscus melanophrys,ITIS,species,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus melanophrys,,,
Villanueva 2008,,Peromyscus melanotis,,Peromyscus melanotis,ITIS,species,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus melanotis,,,
Morales 1998,,Peromyscus sp.,,Peromyscus,ITIS,genus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,x,,,
Nava-Vargas et al. 1999,,Peromyscus sp.,,Peromyscus,ITIS,genus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,x,,,
Davis 1960,,persimmon,,Diospyros,ITIS,genus,Plantae,Tracheophyta ,Magnoliopsida,Ericales,Ebenaceae,Diospyros,x,,,
Trapp 1973,,Phalangida,,Opiliones,ITIS,order,Animalia,Arthropoda,Euchelicerata,Opiliones,x,x,x,,,
Morales 1998,,Phalarium canariensis,,Phalaris canariensis,ITIS,species,Plantae,Tracheophyta ,Magnoliopsida,Poales,Poaceae,Phalaris,Phalaris canariensis,,,
Cisneros-Moreno & Martínez-Corone 2019,scarab beetle,Phyllophaga sp.,,Phyllophaga,ITIS,genus,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Phyllophaga,x,,,
Villanueva 2008,,Physalis aff. Foetens,,Physalis,ITIS,genus,Plantae,Tracheophyta ,Magnoliopsida,Solanales,Solanaceae,Physalis,x,,,
Villanueva 2008,,Physalis sp.,,Physalis,ITIS,genus,Plantae,Tracheophyta ,Magnoliopsida,Solanales,Solanaceae,Physalis,x,,,
Navarrete-Ozuna 2011,,Physalis sp. ,,Physalis,ITIS,genus,Plantae,Tracheophyta ,Magnoliopsida,Solanales,Solanaceae,Physalis,x,,,
Navarrete-Ozuna 2011,,Pinales A. religiosa,,Abies religiosa,not recognized,species,Plantae,Tracheophyta ,Pinopsida,Pinales,Pinaceae,Abies,Abies religiosa,,,
Castellanos Morales et al. 2009,,Plants,,Plantae,ITIS,kingdom,Plantae,x,x,x,x,x,,,,
Sanchez 2016,,Pluma,,Aves,ITIS,class,Animalia,Chordata,Aves,x,x,x,,,,
Sanchez 2016,,cascaron,,Aves,ITIS,class,Animalia,Chordata,Aves,x,x,x,,,,
Sanchez 2016,,escarna?,,,,,,,,,,,,,,
Nava-Vargas 1994,,Plumbago,,Plumbago,ITIS,genus,Plantae,Tracheophyta ,Magnoliopsida,Caryophyllales,Plumbaginaceae,Plumbago,x,,,
Navarrete-Ozuna 2011,,Poales Gram. ,,Poales,ITIS,family,Plantae,Tracheophyta ,Magnoliopsida,Poales,Poaceae,x,x,,,
Navarrete-Ozuna 2011,,Poales Z. mays,,Zea mays,ITIS,species,Plantae,Tracheophyta ,Magnoliopsida,Poales,Poaceae,Zea,Zea mays,,,
Lemoine 1977,,pocket gophers,,Geomyidae,ITIS,family,Animalia,Chordata,Mammalia,Rodentia,Geomyidae,x,x,,,
Taylor 1954,,pocket mice,,Chaetodipus,ITIS,genus,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae ,Chaetodipus,x,,,
Nava-Vargas et al. 1999,,Prosopis laevigata,,Prosopis laevigata,ITIS,species,Plantae,Tracheophyta ,Magnoliopsida,Fabales,Fabaceae,Prosopis,Prosopis laevigata,,,
Villanueva 2008,,Prunus capulli,,Prunus serotina var. salicifolia,ITIS,subspecies,Plantae,Tracheophyta ,Magnoliopsida,Rosales,Rosaceae,Prunus,Prunus serotina,,,
Nava-Vargas 1994,,pulchela,,Gaillardia pulchella,ITIS,species,Plantae,Tracheophyta ,Magnoliopsida,Asterales,Asteraceae,Gaillardia,Gaillardia pulchella,,,
Davis 1960,,rats,,Rattus,ITIS,genus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Rattus,x,,,
Villanueva 2008,,Reithrodontomys fulvescens,,Reithrodontomys fulvescens,ITIS,species,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Reithrodontomys,Reithrodontomys fulvescens,,,
Villanueva 2008,,Reithrodontomys megalotis,,Reithrodontomys megalotis,ITIS,species,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Reithrodontomys,Reithrodontomys megalotis,,,
Villanueva 2008,,Reithrodontomys microdon,,Reithrodontomys microdon,ITIS,species,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Reithrodontomys,Reithrodontomys microdon,,,
Villanueva 2008,,Reithrodontomys sumichrasti,,Reithrodontomys sumichrasti,ITIS,species,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Reithrodontomys,Reithrodontomys sumichrasti,,,
Roadman 2014,,reptile,not_specified,Reptilia,ITIS,class,Animalia,Chordata,Reptilia,,,,,,,
Roadman 2014,,Ribes sp.,not_specified,Ribes,ITIS,genus,Plantae,Tracheophyta ,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,x,,,
Taylor 1954,,robin,,Turdus migratorius,ITIS,species,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus migratorius,,,
Alexander et al. 1994,,rocks,not_specified,,,,,,n/a,,,,,,,
Villanueva 2008,,Rodentia ,,Rodentia ,ITIS,order,Animalia,Chordata,Mammalia,Rodentia,x,x,x,,,
Navarrete-Ozuna 2011,,Rodentia B. taylori,,Baiomys taylori,ITIS,species,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Baiomys,Baiomys taylori,,,
Navarrete-Ozuna 2011,,Rodentia G. volans ,,Glaucomys volans,ITIS,species,Animalia,Chordata,Mammalia,Rodentia,Scuiridae,Glaucomys,Glaucomys volans,,,
Navarrete-Ozuna 2011,,Rodentia N. mexicana,,Neotoma mexicana,ITIS,species,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Neotoma,Neotoma mexicana,,,
Navarrete-Ozuna 2011,,Rosales P. capuli,,Prunus serotina,ITIS,species,Plantae,Tracheophyta ,Magnoliopsida,Rosales,Rosaceae,Prunus,Prunus serotina,,,
Villanueva 2008,,Rubus aff. Adenotrichos,,Rubus,ITIS,genus,Plantae,Tracheophyta ,Magnoliopsida,Rosales,Rosaceae,Rubus,x,,,
Morales 1998,,Rubus sp.,,Rubus,ITIS,genus,Plantae,Tracheophyta ,Magnoliopsida,Rosales,Rosaceae,Rubus,x,,,
Trapp 1973,,Sauria,,Squamata,ITIS,order,Animalia,Chordata,Reptilia,Squamata,x,x,x,,,
Mead & van Devender 1981,desert spiny lizard,Sceloporus cf. magister,,Sceloporus magister,ITIS,species,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sceloporus,Sceloporus magister,,,
Mead & van Devender 1981,Eastern fence lizard,Sceloporus cf. undulatus,,Sceloporus undulatus,ITIS,species,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sceloporus,Sceloporus undulatus,,,
Villanueva 2008,,Sceloporus sp.,,Sceloporus,ITIS,genus,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sceloporus,x,,,
Morales 1998,,Sciurus ocularus,,Sciurus oculatus,ITIS,species,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Sciurus,Sciurus oculatus,,,
Calderon Vega 2002,,Scorpiones (vejovidae,,Scorpiones,ITIS,order,Animalia,Arthropoda,Euchelicerata,Scorpiones,x,x,x,,,
Trapp 1973,,Scorpiones (vejovidae,,Scorpiones,ITIS,order,Animalia,Arthropoda,Euchelicerata,Scorpiones,x,x,x,,,
Ackerson and Harveson 2006,,Scorpionidae,,Scorpionidae,ITIS,family,Animalia,Arthropoda,Euchelicerata,Scorpiones,Scorpionidae,x,x,,,
Sanchez 2016,,Scorpionidae,,Scorpionidae,ITIS,family,Animalia,Arthropoda,Euchelicerata,Scorpiones,Scorpionidae,x,x,,,
Rodríguez-Estrella et al. 2000,,Scorpionoidea,,Scorpionidae,ITIS,family,Animalia,Arthropoda,Euchelicerata,Scorpiones,Scorpionidae,x,x,,,
Taylor 1954,,scorpions,,Scorpiones,ITIS,order,Animalia,Arthropoda,Euchelicerata,Scorpiones,x,x,x,,,
Lemoine 1977,,scorpions,,Scorpiones,ITIS,order,Animalia,Arthropoda,Euchelicerata,Scorpiones,x,x,x,,,
Davis 1960,,scorpions,,Scorpiones,ITIS,order,Animalia,Arthropoda,Euchelicerata,Scorpiones,x,x,x,,,
Nava-Vargas 1994,,Semilla spp. ,,Plantae,ITIS,kingdom,x,x,x,x,x,x,x,seed,,
Navarrete-Ozuna 2011,,Semillas spp. ,,Plantae,ITIS,kingdom,x,x,x,x,x,x,x,seed,,
Trapp 1973,,Serpentes,,Serpentes,ITIS,suborder,Animalia,Chordata,Reptilia,Squamata,x,x,x,,,
Roadman 2014,Shadbush,Serviceberry,not_specified,Amelanchier,ITIS,genus,Plantae,Tracheophyta ,Magnoliopsida,Rosales,,,,,,
Cisneros-Moreno & Martínez-Corone 2019,,Sesanum indicum,,Sesanum indicum,,species,Plantae,,,,,,,,,
Nava-Vargas 1994,,Sida rombilfolia,,Sida rhombifolia,,species,Plantae,Tracheophyta ,Magnoliopsida,,,,,,,
Cisneros-Moreno & Martínez-Corone 2019,Hispid cotton rat,Sigmodon hispidus,,Sigmodon hispidus,ITIS,species,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Sigmodon,Sigmodon hispidus,,,
Toweill & Treer 1977,,Sigmodon hispidus,,Sigmodon hispidus,ITIS,species,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Sigmodon,Sigmodon hispidus,,,
Villanueva 2008,,Sigmodon hispidus,,Sigmodon hispidus,ITIS,species,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Sigmodon,Sigmodon hispidus,,,
Navarrete-Ozuna 2011,,Sigmodon sp. ,,Sigmodon,ITIS,genus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Sigmodon,x,,,
Alexander et al. 1994,Stag beetles,Sinodendron,not_specified,,,,Animalia,Arthropoda,Insecta,,,,,,,
Taylor 1954,,skunks,,Mephitidae,ITIS,family,Animalia,Chordata,Mammalia,Carnivora,Mephitidae,x,x,,,
Martin et al. 1961,,small bird,,Aves,ITIS,class,Animalia,Chordata,Aves,x,x,x,x,,,
Trapp 1973,,Small mammals,,Mammalia,ITIS,class,Animalia,Chordata,Mammalia,x,x,x,x,,,
Davis 1960,,small mammals,,Mammalia,ITIS,class,Animalia,Chordata,Mammalia,x,x,x,x,,,
Martin et al. 1961,,small mammals ,,Mammalia,ITIS,class,Animalia,Chordata,Mammalia,x,x,x,x,,,
Lemoine 1977,,small mammals ,,Mammalia,ITIS,class,Animalia,Chordata,Mammalia,x,x,x,x,,,
Davis 1960,,small passerine birds,,Passeriformes,ITIS,order,Animalia,Chordata,Aves,Passeriformes,x,x,x,,,
Davis 1960,,snakes,,Serpentes,ITIS,suborder,Animalia,Chordata,Reptilia,Squamata,x,x,x,,,
Trapp 1973,,Soil & Sand,,,,,,,,,,,,,,
Sanchez 2016,,Solanaceae,,Solanaceae,ITIS,family,Plantae,Tracheophyta ,Magnoliopsida,Solanales,Solanaceae,x,x,,,
Calderon Vega 2002,,Solanaceae spp.,,Solanaceae,ITIS,family,Plantae,Tracheophyta ,Magnoliopsida,Solanales,Solanaceae,x,x,,,
Rodríguez-Estrella et al. 2000,,Solanum hindsianum,,Solanum hindsianum,ITIS,species,Plantae,Tracheophyta ,Magnoliopsida,Solanales,Solanaceae,Solanum,Solanum hindsianum,,,
Villanueva 2008,,Solanum sp,,Solanum,ITIS,genus,Plantae,Tracheophyta ,Magnoliopsida,Solanales,Solanaceae,Solanum,x,,,
Cisneros-Moreno & Martínez-Corone 2019,,Solanum sp.,,Solanum,ITIS,genus,Plantae,Tracheophyta ,Magnoliopsida,Solanales,Solanaceae,Solanum,x,,,
Morales 1998,,Solanum sp.,,Solanum,ITIS,genus,Plantae,Tracheophyta ,Magnoliopsida,Solanales,Solanaceae,Solanum,x,,,
Calderon Vega 2002,,Solifugae,,Solifugae,ITIS,order,Animalia,Arthropoda,Euchelicerata,Solifugae,x,x,x,,,
Rodríguez-Estrella et al. 2000,,Solifugae,,Solifugae,ITIS,order,Animalia,Arthropoda,Euchelicerata,Solifugae,x,x,x,,,
Sanchez 2016,,Solifugae,,Solifugae,ITIS,order,Animalia,Arthropoda,Euchelicerata,Solifugae,x,x,x,,,
Mead & van Devender 1981,western ground snake,Sonora semiannulata,,Sonora semiannulata,ITIS,species,Animalia,Chordata,Reptilia,Squamata,Colubridae,Sonora,Sonora semiannulata,,,
Martin et al. 1961,,sophora,,Sophora,ITIS,genus,Plantae,Tracheophyta ,Magnoliopsida,Fabales,Fabaceae,Sophora,x,,,
Taylor 1954,,spectacle berry,,,,,,,,,,,,,,
Davis 1960,,spiders,,Araneae,ITIS,order,Animalia,Arthropoda,Euchelicerata,Araneae,x,x,x,,,
Ackerson and Harveson 2006,,Spirobolida,,Spirobolida,ITIS,order,Animalia,Arthropoda,Diplopoda,Spirobolida,x,x,x,,,
Alexander et al. 1994,millipede,Spirobolidae,not_specified,Spirobolidae,ITIS,family,Animalia,Arthropoda,Diplopoda,Spirobolida,Spirobolidae,x,x,,,
Cisneros-Moreno & Martínez-Corone 2019,,Spondias,,Spondias,ITIS,genus,Plantae,Tracheophyta ,Magnoliopsida,Sapindales,Anacardiaceae,Spondias,x,,,
Grinnell et al. 1937,,squirrels,,Scuirdiae,ITIS,family,Animalia,Chordata,Mammalia,Rodentia,Scuirdiae,,,,,
Nava-Vargas et al. 1999,,Stenocereus dumortieri,,Stenocereus dumortieri,ITIS,species,Plantae,Tracheophyta ,Magnoliopsida,Caryophyllales,Cactaceae,Stenocereus,Stenocereus dumortieri,,,
Calderon Vega 2002,,Stenocerus thurberi,,Stenocerus thurberi,ITIS,species,Plantae,Tracheophyta ,Magnoliopsida,Caryophyllales,Cactaceae,Stenocereus,Stenocerus thurberi,,,
Morales 1998,,Thevethis thevetioides,,Thevethis thevetioides,,,,,,,,,,,,
Taylor 1954,,thrasher,,Toxostoma rufum,ITIS,species,Animalia,Chordata,Aves,Passeriformes,Mimidae,Toxostoma,Toxostoma rufum,,,
Grinnell et al. 1937,,thrushes,,Turdidae,ITIS,family,Animalia,Chordata,Aves,Passeriformes,Turdidae,x,x,,,
Taylor 1954,,ticks,,Ixodidae,ITIS,family,Animalia,Arthropoda,Euchelicerata,Ixodida,Ixodidae,x,x,,,
Nava-Vargas 1994,,Tilandsia usneodes,,Tillandsia usneoides,ITIS,species,Plantae,Tracheophyta ,Magnoliopsida,Poales,Bromeliaceae,Tilandsia,Tilandsia usneodes,,,
Cisneros-Moreno & Martínez-Corone 2019,,Tiranidae,,Tyrannidae,ITIS,family,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,x,x,,,
Taylor 1954,,toad,,Bufonidae,ITIS,family,Animalia,Chordata,Amphibia,Anura,Bufonidae,x,x,,,
Davis 1960,,toads,,Bufonidae,ITIS,family,Animalia,Chordata,Amphibia,Anura,Bufonidae,x,x,,,
Alexander et al. 1994,Leafroller moths,Tortricidae,not_specified,Tortricidae,ITIS,family,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,x,x,,,
Taylor 1954,,towhee,,Emberizidae,ITIS,family,Animalia,Chordata,Aves,Passeriformes,Emberizidae,x,x,,,
Grinnell et al. 1937,,towhees,,Emberizidae,ITIS,family,Animalia,Chordata,Aves,Passeriformes,Emberizidae,x,x,,,
Calderon Vega 2002,,Toxostama lecontes ,,Toxostoma lecontei,ITIS,species,Animalia,Chordata,Aves,Passeriformes,Mimidae,Toxostoma,Toxostoma lecontei,,,
Koch & Brody 1981,caddisflies,Trichoptera spp.,not_specified,Trichoptera,ITIS,order,Animalia,Arthropoda,Insecta,Trichoptera,x,x,x,,,
Mead & van Devender 1981,western lyre snake,Trimorphodon biscutatus,,Trimorphodon biscutatus,ITIS,species,Animalia,Chordata,Reptilia,Squamata,	Colubridae,x,x,,,
Taylor 1954,,unidentified legums,,Fabaceae,ITIS,family,Plantae,Tracheophyta ,Magnoliopsida,Fabales,Fabaceae,x,x,,,
Trapp 1973,,Unidentified tetrapoda,,Tetrapoda,ITIS,superclass,Plantae,Animalia,Chordata,x,x,x,x,,,
Lemoine 1977,,vetch,,Vicia,ITIS,genus,Plantae,Tracheophyta ,Magnoliopsida,Fabales,Fabaceae,Vicia,x,,,
Taylor 1954,,vinegarones,,Thelyphonida,ITIS,family,Animalia,Arthropoda,Euchelicerata,Uropygi,Thelyphonida,x,x,,,
Morales 1998,,Vitis sp.,,Vitis,ITIS,genus,Plantae,Tracheophyta ,Magnoliopsida,Vitales,Vitaceae,Vitis,x,,,
Trapp 1973,,Vivis,,Vitis,ITIS,genus,Plantae,Tracheophyta ,Magnoliopsida,Vitales,Vitaceae,Vitis,x,fruit,,
Roadman 2014,,voles,not_specified,Myomorpha,ITIS,suborder,Animalia,Chordata,Mammalia,Rodentia,x,x,x,,,
Taylor 1954,,warbler (species unknown),,Parulidae,ITIS,family,Animalia,Chordata,Aves,Passeriformes,Parulidae,x,x,,,
Alexander et al. 1994,,wood,not_specified,Magnoliopsida,ITIS,class,Plantae,Tracheophyta ,Magnoliopsida,,,,,,,
Bailey 1928,,wood rats,,Neotoma,ITIS,genus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Neotoma,x,,,
Taylor 1954,,wood rats,,Neotoma,ITIS,genus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Neotoma,x,,,
Grinnell et al. 1937,,yew,,Taxus,ITIS,genus,Plantae,Tracheophyta ,Pinopsida,Pinales,Taxaceae,Taxus,x,,,
Nava-Vargas 1994,,Yucca filifera,,Yucca,not recognized,genus,Plantae,Tracheophyta ,Magnoliopsida,Asparagales,Asparagaceae,Yucca,x,,,
Nava-Vargas et al. 1999,,Yucca flifera,,Yucca,not recognized,genus,Plantae,Tracheophyta ,Magnoliopsida,Asparagales,Asparagaceae,Yucca,x,,,
Nava-Vargas 1994,,Zaluzania augusta,,Zaluzania augusta,EOL,species,Plantae,Tracheophyta ,Magnoliopsida,Asterales,Asteraceae,Zaluzania,Zaluzania augusta,,,
